loss,mean_squared_error,val_loss,val_mean_squared_error,learning_rate
6.4757890701293945,348520.53125,7.193043231964111,271005.125,0.0010000000474974513
6.295982360839844,348414.75,7.254415988922119,262630.125,9.999999747378752e-05
6.14906120300293,336009.65625,7.7397541999816895,288427.4375,0.0010000000474974513
6.14622163772583,334566.59375,7.735293388366699,281277.28125,9.999999747378752e-05
6.050750255584717,325912.25,7.435847759246826,275385.96875,0.0010000000474974513
6.026195049285889,324372.28125,7.389848709106445,270724.46875,9.999999747378752e-05
5.945821285247803,314850.59375,6.803431510925293,235026.78125,0.0010000000474974513
5.953524112701416,315133.53125,6.7522735595703125,232582.46875,9.999999747378752e-05
5.891931533813477,306028.59375,7.08038854598999,251613.296875,0.0010000000474974513
5.880805969238281,305525.3125,7.0119500160217285,244482.09375,9.999999747378752e-05
5.83927059173584,296792.84375,6.658918857574463,229728.171875,0.0010000000474974513
5.814384937286377,298191.5625,6.581455230712891,224440.390625,9.999999747378752e-05
5.743732452392578,287441.1875,6.778202056884766,240439.421875,0.0010000000474974513
5.758627414703369,292263.65625,6.930238723754883,245513.75,9.999999747378752e-05
5.70012092590332,280529.78125,7.219095706939697,273029.96875,0.0010000000474974513
5.690181732177734,280659.78125,7.251418590545654,269752.53125,9.999999747378752e-05
5.63969087600708,273080.21875,7.186187267303467,275599.96875,0.0010000000474974513
5.6191725730896,272884.53125,7.2382073402404785,273208.59375,9.999999747378752e-05
5.586141109466553,265963.9375,7.002811431884766,253881.484375,0.0010000000474974513
5.57139778137207,266266.1875,7.040341377258301,256227.4375,9.999999747378752e-05
5.534107208251953,259657.515625,6.667633056640625,226902.453125,0.0010000000474974513
5.526026725769043,261255.796875,6.697140693664551,226758.515625,9.999999747378752e-05
5.492135047912598,253942.3125,6.679769992828369,228875.171875,0.0010000000474974513
5.496652126312256,255603.515625,6.733663558959961,228294.875,9.999999747378752e-05
5.4483842849731445,248448.5,6.577691555023193,217963.109375,0.0010000000474974513
5.453290939331055,250203.4375,6.662521839141846,221702.265625,9.999999747378752e-05
5.413402557373047,243438.8125,6.661036968231201,217944.03125,0.0010000000474974513
5.41645622253418,246191.46875,6.678510665893555,219074.171875,9.999999747378752e-05
5.3801655769348145,238885.78125,7.047353744506836,232977.6875,0.0010000000474974513
5.379580020904541,240803.296875,7.018531799316406,230873.234375,9.999999747378752e-05
5.348532676696777,234477.5,6.796189785003662,223188.203125,0.0010000000474974513
5.346564769744873,236480.4375,6.857021808624268,224919.265625,9.999999747378752e-05
5.308495998382568,230065.734375,6.868248462677002,227482.734375,0.0010000000474974513
5.308534145355225,231809.875,6.842048168182373,226732.0,9.999999747378752e-05
5.274173736572266,225935.3125,6.826255798339844,228471.40625,0.0010000000474974513
5.275688648223877,227820.390625,6.83153772354126,228808.96875,9.999999747378752e-05
5.2414445877075195,221933.890625,6.811209678649902,227735.484375,0.0010000000474974513
5.242430210113525,223896.96875,6.773870468139648,227491.234375,9.999999747378752e-05
5.208596229553223,218104.875,6.696582794189453,224048.578125,0.0010000000474974513
5.210186004638672,219894.21875,6.669203281402588,223665.0,9.999999747378752e-05
5.179731369018555,214680.296875,6.830955505371094,238430.0,0.0010000000474974513
5.1827192306518555,216386.65625,6.915816307067871,241616.265625,9.999999747378752e-05
5.1479716300964355,211020.328125,6.925121307373047,248118.171875,0.0010000000474974513
5.150302886962891,212975.828125,6.851908206939697,241788.546875,9.999999747378752e-05
5.119129180908203,207621.4375,6.795113563537598,237626.671875,0.0010000000474974513
5.1269426345825195,210098.8125,6.8564043045043945,240541.171875,9.999999747378752e-05
5.0941362380981445,204539.84375,6.664928913116455,229599.390625,0.0010000000474974513
5.101833343505859,207224.9375,6.633450984954834,225732.390625,9.999999747378752e-05
5.068978309631348,201567.359375,6.517805099487305,225517.90625,0.0010000000474974513
5.076619625091553,204501.515625,6.5271430015563965,223588.0,9.999999747378752e-05
5.046169281005859,198603.140625,6.78868293762207,246971.4375,0.0010000000474974513
5.051709175109863,201643.390625,6.695504188537598,236863.46875,9.999999747378752e-05
5.0178022384643555,195557.390625,6.652688980102539,234868.796875,0.0010000000474974513
5.032370567321777,198977.03125,6.70906925201416,235104.828125,9.999999747378752e-05
5.003573417663574,193001.9375,6.826297760009766,233688.5625,0.0010000000474974513
5.038676738739014,197057.921875,6.853282928466797,233611.75,9.999999747378752e-05
4.980122089385986,190813.921875,6.601602077484131,229547.078125,0.0010000000474974513
