loss,mean_squared_error,val_loss,val_mean_squared_error,learning_rate
95.01329040527344,34651904.0,95.664306640625,24922458.0,0.0010000000474974513
92.39708709716797,33223720.0,95.41175842285156,24799528.0,9.999999747378752e-05
89.9066390991211,32864126.0,92.9137191772461,23600248.0,0.0010000000474974513
87.72734832763672,31878664.0,92.6639633178711,23482020.0,9.999999747378752e-05
85.25292205810547,31534134.0,90.17453002929688,22320588.0,0.0010000000474974513
83.09183502197266,30575952.0,89.92431640625,22205570.0,9.999999747378752e-05
80.64271545410156,30243292.0,87.43949890136719,21079834.0,0.0010000000474974513
78.51514434814453,29311814.0,87.18893432617188,20967988.0,9.999999747378752e-05
76.11653900146484,28989730.0,84.70896911621094,19877882.0,0.0010000000474974513
74.04615783691406,28086254.0,84.45767974853516,19769122.0,9.999999747378752e-05
71.73188018798828,27773188.0,81.9856948852539,18715770.0,0.0010000000474974513
69.75453186035156,26900538.0,81.73446655273438,18610400.0,9.999999747378752e-05
67.65194702148438,26595708.0,79.32317352294922,17614982.0,0.0010000000474974513
65.91634368896484,25775846.0,79.07449340820312,17513932.0,9.999999747378752e-05
64.31571960449219,25470858.0,76.85811614990234,16626980.0,0.0010000000474974513
63.09773254394531,24763946.0,76.62519073486328,16535175.0,9.999999747378752e-05
62.19369125366211,24450788.0,74.8430404663086,15841623.0,0.0010000000474974513
61.56935119628906,23960382.0,74.66323852539062,15772526.0,9.999999747378752e-05
61.130706787109375,23687240.0,73.48019409179688,15320997.0,0.0010000000474974513
60.89043426513672,23426772.0,73.41331481933594,15293670.0,9.999999747378752e-05
60.24131774902344,23196876.0,72.22313690185547,14845007.0,0.0010000000474974513
59.80704879760742,22914704.0,72.3577880859375,14880446.0,9.999999747378752e-05
58.900360107421875,22614976.0,70.26199340820312,14123967.0,0.0010000000474974513
57.95949172973633,22156510.0,70.04621887207031,14045806.0,9.999999747378752e-05
57.481224060058594,21792556.0,67.76534271240234,13236633.0,0.0010000000474974513
56.625545501708984,21239772.0,67.50890350341797,13146616.0,9.999999747378752e-05
56.26633071899414,20856724.0,64.9527587890625,12275714.0,0.0010000000474974513
54.938472747802734,20242300.0,64.74957275390625,12207853.0,9.999999747378752e-05
54.746253967285156,19901770.0,62.57671356201172,11491917.0,0.0010000000474974513
54.132667541503906,19411260.0,62.354942321777344,11420308.0,9.999999747378752e-05
53.22965621948242,19074418.0,60.24419021606445,10749254.0,0.0010000000474974513
52.55323028564453,18607536.0,60.02223587036133,10680129.0,9.999999747378752e-05
51.87395095825195,18281832.0,57.94346618652344,10043071.0,0.0010000000474974513
51.32170104980469,17836198.0,57.729000091552734,9978680.0,9.999999747378752e-05
50.75486373901367,17528638.0,55.99755859375,9466070.0,0.0010000000474974513
50.256587982177734,17197152.0,55.80583190917969,9410255.0,9.999999747378752e-05
49.6970329284668,16892420.0,54.01882553100586,8893830.0,0.0010000000474974513
49.18827438354492,16538452.0,53.8294792175293,8840119.0,9.999999747378752e-05
48.58855056762695,16232923.0,51.798606872558594,8278450.5,0.0010000000474974513
48.056243896484375,15834340.0,51.5660285949707,8217074.5,9.999999747378752e-05
47.47709274291992,15536540.0,49.607784271240234,7693938.0,0.0010000000474974513
46.916290283203125,15151877.0,49.466304779052734,7653458.0,9.999999747378752e-05
46.29522705078125,14861447.0,47.37398910522461,7124515.5,0.0010000000474974513
45.7438850402832,14481110.0,47.152549743652344,7070506.5,9.999999747378752e-05
45.158782958984375,14200023.0,45.141456604003906,6581170.0,0.0010000000474974513
44.605690002441406,13833290.0,44.90681457519531,6527260.5,9.999999747378752e-05
44.069358825683594,13561693.0,42.89817810058594,6060735.0,0.0010000000474974513
43.514041900634766,13203333.0,42.67339324951172,6011192.0,9.999999747378752e-05
42.87096405029297,12943822.0,40.79282760620117,5592220.0,0.0010000000474974513
42.20869827270508,12617698.0,40.570518493652344,5545003.5,9.999999747378752e-05
41.43586349487305,12354010.0,38.61194610595703,5117223.0,0.0010000000474974513
40.57345199584961,12008975.0,38.46627426147461,5079509.0,9.999999747378752e-05
39.8658332824707,11753898.0,37.10209274291992,4724668.0,0.0010000000474974513
39.093994140625,11418294.0,36.87987518310547,4682831.0,9.999999747378752e-05
38.493072509765625,11175681.0,34.46977233886719,4269220.5,0.0010000000474974513
37.8038215637207,10846932.0,34.307838439941406,4235446.0,9.999999747378752e-05
37.200523376464844,10610969.0,32.59401321411133,3888456.75,0.0010000000474974513
36.53749084472656,10283365.0,32.41681671142578,3854723.75,9.999999747378752e-05
35.954654693603516,10053462.0,30.152185440063477,3490137.0,0.0010000000474974513
35.27504348754883,9731132.0,29.996036529541016,3460020.75,9.999999747378752e-05
34.67007827758789,9507521.0,28.378982543945312,3154749.75,0.0010000000474974513
33.96678161621094,9189311.0,28.09223175048828,3117052.75,9.999999747378752e-05
33.39186096191406,8970790.0,25.697418212890625,2783663.0,0.0010000000474974513
32.70561218261719,8657733.0,25.651456832885742,2762657.75,9.999999747378752e-05
32.14659118652344,8449199.0,23.699934005737305,2477516.0,0.0010000000474974513
31.45882225036621,8146680.0,23.49350929260254,2448946.5,9.999999747378752e-05
30.9038143157959,7947416.5,21.327146530151367,2163378.5,0.0010000000474974513
30.21428108215332,7655089.0,21.164470672607422,2139158.0,9.999999747378752e-05
29.659475326538086,7465526.0,19.8891544342041,1926872.25,0.0010000000474974513
28.98259735107422,7183572.0,19.704029083251953,1902596.875,9.999999747378752e-05
28.434961318969727,7003607.0,18.19435691833496,1688762.5,0.0010000000474974513
27.760080337524414,6732793.0,18.083938598632812,1670959.375,9.999999747378752e-05
27.215438842773438,6561700.0,16.9421443939209,1492304.5,0.0010000000474974513
26.54939842224121,6301822.0,16.83169174194336,1475068.25,9.999999747378752e-05
26.011089324951172,6139592.0,15.487139701843262,1287235.875,0.0010000000474974513
25.357147216796875,5891093.0,15.428837776184082,1274229.75,9.999999747378752e-05
24.838092803955078,5738304.0,14.861215591430664,1148304.875,0.0010000000474974513
24.212444305419922,5502559.5,14.813880920410156,1137711.0,9.999999747378752e-05
23.72267723083496,5358787.0,14.455564498901367,1095681.0,0.0010000000474974513
23.115985870361328,5136510.0,14.20614242553711,1076995.875,9.999999747378752e-05
22.634849548339844,5001279.0,11.95862865447998,870786.8125,0.0010000000474974513
22.020038604736328,4788418.5,11.929071426391602,861026.5625,9.999999747378752e-05
21.568830490112305,4661395.0,11.748794555664062,800712.5625,0.0010000000474974513
21.157501220703125,4465892.5,11.58057689666748,783632.8125,9.999999747378752e-05
20.608978271484375,4341234.5,10.641963005065918,672125.875,0.0010000000474974513
20.025493621826172,4153917.5,10.63208293914795,664123.0625,9.999999747378752e-05
19.569133758544922,4038664.5,10.510858535766602,605049.125,0.0010000000474974513
19.05286407470703,3862660.25,10.521639823913574,601301.375,9.999999747378752e-05
18.655221939086914,3757298.5,10.05343246459961,540772.125,0.0010000000474974513
18.16943359375,3599259.5,10.062596321105957,535492.0625,9.999999747378752e-05
17.901554107666016,3502930.5,10.340500831604004,512483.375,0.0010000000474974513
17.507505416870117,3369669.0,10.412701606750488,513269.25,9.999999747378752e-05
17.182058334350586,3277826.25,10.358145713806152,519674.6875,0.0010000000474974513
16.757558822631836,3148647.5,10.417141914367676,561013.1875,9.999999747378752e-05
16.487422943115234,3064353.75,11.322587966918945,609123.6875,0.0010000000474974513
16.1704158782959,2954893.5,11.316102027893066,608881.25,9.999999747378752e-05
15.952183723449707,2879910.0,9.706894874572754,479180.75,0.0010000000474974513
15.493428230285645,2778710.75,10.039766311645508,513421.6875,9.999999747378752e-05
15.354958534240723,2709504.5,9.66867446899414,467987.65625,0.0010000000474974513
15.008322715759277,2617378.25,9.851723670959473,481012.28125,9.999999747378752e-05
14.7799711227417,2548257.25,9.386727333068848,443112.46875,0.0010000000474974513
14.418442726135254,2457765.5,9.509505271911621,451873.15625,9.999999747378752e-05
14.243550300598145,2394068.75,10.915438652038574,548716.8125,0.0010000000474974513
14.023425102233887,2319894.0,10.308136940002441,499990.1875,9.999999747378752e-05
13.783893585205078,2259560.25,11.319920539855957,598582.3125,0.0010000000474974513
